URL,Name,Column 3
https://www.amazon.com.tr/gp/profile/amzn1.account.AGW4724I6F5ZHM7YGUR6N33GC7RA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Faruk G.,Önce silikonsuz olmasından dolayı 2 korkum vardı. Kulağımdan düşer mi ? Bass performansı çok mu düşük olur ? diye.1- Tabiiki kulaktan kulağa değişir ama benim kulağıma gayet oturdu. Kulaktan düşmüyor ve inanılmaz derecede hafif ve havadar.2- Yok böyle bi ses. Bakın abartmıyorum ben ki bi çok kulaklığı denemiş bi insanım. Yanyana koyup hepsini sırayla denedim. Açık ara en temiz sesi bu verdi. Üstelik silikon olmamasına rağmen muazzam bi bass mecvut. Diğer bass kulaklıklar gibi bassı vurup sesi boğmuyor. Ses hem çok temiz hem de çok tatlı bi bass var.
https://www.amazon.com.tr/gp/profile/amzn1.account.AFGRU5WTBX6MLOHQIVMUVQC6MLZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Arif ÇEKEN,Kulaklık gerçekten kaliteli ve güzel fakat kulağımı inanılmaz ağrıttı ve dışarıdan çok ses alıyor. Bazı konuşmalarda ortam sesinden dolayı karşıdaki kişi çok rahatsız olduğunu söylüyor. Sırf bu sebepten dolayı iade etmek istiyorum.Amazon para iademi gerçekleştirdi. Bu denli kurumsal bir firma olmanızdan çok etkiledim. Uzun zamandır Amazon'dan alışveriş yapıyorum ve çok şükür henüz olumsuz bir durumla karşılaşmadım. Umarım bu çizginizden hiç şaşmazsınız.
https://www.amazon.com.tr/gp/profile/amzn1.account.AGW24S5S246ZHB6ENA67YXAFP67A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Erkan,"Yaklaşık 2.5 yıldır aralıksız Airpods 2 kullanıyorum. 2. nesilin mikrofon kalitesinin biraz düşük olması ve 3.nesilde ses kalitesinin iyileşmesi sebepli sipariş ettim ancak maalesef kulağımda durmadı.Sabit şekilde müzik dinlerken vs. iyi ancak telefonla konuşurken vs. sağ kulaklık ne yaparsam yapayım bir süre sonra düşüyor.Haricinde bağlantı hızı, ses kalitesi ve uzamsal ses mükemmel ötesi. Ancak iade yapıp yeniden 2.nesil sipariş etmek zorunda kaldım."
https://www.amazon.com.tr/gp/profile/amzn1.account.AHYLG3RT5CRUQDT223JUACJSNVRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Amazon Customer,"Daha önce birçok farklı markanın bluetooth kulaklığını denemiş ve İlk kez airpods kullanan biri olarak ürünü gerçekten çok başarılı buldum. Daha önce başka kulaklıklarla dinlediğim bazı şarkılarda, hiç duymadığım sesleri duyuyor olmak şarkıyı ilk kez dinliyormuş hissini yarattı. Kulak içi kulaklıklar rahatsız ettiği ve dış dünya ile bağı tamamen kestiği için pro yerine yeni çıkan bu modelini tercih ettim. Spor salonunda kullanıyorum, koşu bandı ve eliptik bisiklette kullanım konusunda herhangi bir sorun yaşamadım. Salondaki sesleri (müzik, alet sesi vs.) arka planda duyuyorsunuz bunu belirtmeliyim. Kulaklığı taktığımda Dünya ile bağınızın kopmasını istiyorsanız 3. Nesilden uzak durmanızda fayda var. Şarj konusuna gelecek olursak, kutusundan çıkardığımda şarjı %84 idi. 1 haftadır kullanıyorum hala şarjı bitmedi, şarj konusunda beklentimin üstünde diyebilirim."
https://www.amazon.com.tr/gp/profile/amzn1.account.AE3X4FZVUHWOXOEEL4L7ARSB6LRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Amazoncustomer,"Ben kulağa giren kulaklıkları kullanamadığım için özellikle AirPods 3. Nesil tercih ettim. Aldığım günden beri büyük memnuniyetle kullandığım bir cihaz oldu. Hem şarjı yeterince gidiyor, hem özellikle spatial audio ile iyi bir ses deneyimi sağlıyor, hem de cihazlar arasında sorunsuz geçiyor. Kulaktan düşer endişesiyle almıştım, ama hiç sorun yaşamadım, tabii ki bu benim kulak yapımla da alakalı olabilir. Amazon’dan alınan AirPods’ın garantisi Apple’da görünmeyebiliyor. Bu durumda da Apple yardım servisini ararsanız hemen yardım edip fatura tarihinize göre tanımlayarak yardımcı oluyorlar. İki aydan uzun süredir kullanıyorum, tavsiye ederim."
https://www.amazon.com.tr/gp/profile/amzn1.account.AELKDKWKKOMKK2BITMI5YD65KP2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Gökalp Mutafcılar,"Airpods 2’den farkını, film seyrederken daha iyi anlıyorsunuz. Bas kalitesi de kesinlikle daha iyi. Amazon’un hızlı gönderimine, zaten söylenecek söz yok."
https://www.amazon.com.tr/gp/profile/amzn1.account.AEWPICUOYUFMAFCQYRZ4SOTMNVZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,BURAK,"Merhabalar, öncelikle yorumlara bakarak tereddütte kaldığım garanti ve fatura olayları bnde olmadı. Başlıkta da belirttiğim gibi herhangi bir sorun ile karşılaşmadım.Kulaklık ile ilgili genel değerlendirmeye gelecek olursam; Kulaklığı birkaç gündür konuşma, müzik dinleme, canlı ortam özelliklerini çokça test etme şansı bulabildim. Ayrıca telefon(iphone) ile bağlanma konusunda çok başarılı. Konuşma kısmında maskeli gürültülü ortamlarda herhangi bir sorun yaşamadım ve sesimin gayet iyi şekilde duyulduğunu belirtildi. Müzik dinleme de ise kulakiçi gibi bir silikon olmamasına rağmen benim ihtiyaçlarımı -sesin berraklığı, bas ve tizlerin sorunsuz olması- karşıladı. Ayrıca belirttiğim gibi canlı ortam özelliğini aldıktan sonra farkettim ve inanılmaz başarılı buldum. Ekonomik durumunuz elverişli ise almanızı tavsiye ederim. Teşekkürler Amazon :)"
https://www.amazon.com.tr/gp/profile/amzn1.account.AEZBX6YXLFSWINBXBT4VOBP5TLTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Emre,Ses kalitesi gerçekten güzel ve ses seviyesi gayet tatmin edici. Uzun saatler kulağımda takılı oluyor bir saatten sonra ağrı yapıyor ne yazık ki. Arama cevaplama sesli kontrol iyi çalışıyor ama elle cevaplama kısmında kulaklığın alt ucunu iki parmakla sıkmak gerekiyor biraz değişik gelmiş çok pratik olduğunu söyleyemem eski nesillerdeki tek parmakla üzerine tıklayarak açmak çok daha rahattı. Bağlantı kopması veya senkronize de hiç hata vermiyor mikrofon kalitesi çok aşırı gürültülü olmayan ortamlar hariç sesi çok iyi iletiyor. Normalde garanti ürün satışı ile başlar ama ben bağladığımda 2 ay öncesinde mart ayından başlattı.
https://www.amazon.com.tr/gp/profile/amzn1.account.AFQTC77KQHNZP2ZHKUB6VXJYQHTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,civilking,Kulak içine çok ii şekilde oturuyor düşme yada çıkma tehlikesi hiç yaşamadım. Ses ve uzamsal kafa izleme özellikleri çok ii ayrıca çok hafif Siri ile çok düzgün çalışıyor her işinizi kolaylaştırıyor. Batarya konusunda bir problem gözükmedi ve kaç gün dayanabiliyor henüz bilmiyorum ama uzun gideceği kesin. Herkese tavsiye ederim
https://www.amazon.com.tr/gp/profile/amzn1.account.AFWMK566M77FTQHQ5JLZNF4CEGAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,umut tıkır,"Ürün 1 gün içinde kapıma ulaştı. Apple tarafından garantili bir ürün, ürünü satın aldığınızda cihaz sınırlı garantili görünebilir fatura göndermeniz halinde Apple Destek sorunu çözüyor. AirPods 2’den geçiş yapıyorum bugün ürünü sahilde koşarken deneyimledim kafa hareketiyle sizi müziğin merkezinde tutması güzel. Silikonlu olmadığı için kulağımı da acıtmadı. Tavsiye ederim."
https://www.amazon.com.tr/gp/profile/amzn1.account.AHKMVWQBQGEMX4EMMIJNPP3EA4TQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Okan,"Daha önce 2 sene airpods 2. Nesil kullandım ve inanılmaz memnun kaldım.Bu ürünler kulak içi silikonlu kulaklıklar gibi sizi hayattan koparmıyor.Mac iPhone ve ipad kullanıcısı olarak cihazlar arasındaki geçişleri inanılmaz stabil,apple ekosistemi için kesinlikle alınır fakat android kullanıcılarına pek önermiyorum.2 puanı ise kulaklık ergonomisinin 2. nesil kadar iyi olmamasından dolayı kırdım.2.nesilde sabahtan akşama kadar kulağınızda kalsa rahatsız olmuyordunuz fakat 3. nesilde bariz bir şekilde kulak ağrıtıyor.2. nesil o yüzden hâlâ çok iyi bir ürün aradaki fiyat farkına değdiğini düşünmüyorum."
https://www.amazon.com.tr/gp/profile/amzn1.account.AHJRLJAU2EE72XYS5RJ3Z3OOIBNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Yusuf,Uzun bir araştırma sonucu airpods 3'de karar kıldım. Videolardaki izlediğiniz inceleme videolardan daha iyi ses ve mikrofon kalitesi mevcut bunu söyleyebilirim. Bass kalitesi bu ufak kulaklığa göre gerçekten çok iyi. Bütçeniz el veriyor ise düşünmeden alabilirsiniz.
https://www.amazon.com.tr/gp/profile/amzn1.account.AEWHWK5S24BOXJXYVDVAXN4TQHCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Damla,"Amazon teslimat konusunda kendisini aşmış gerçekten. 24 saat geçmeden teslim aldım ürünü.Kulaklığın kalitesine de diyecek söz yok. Diger bir cok ozelligi onceki yorumlarda yaziyor. Samsung marka wireless ozellikli powerbank ile wireless sarj oluyor, ben de bunu ekleyeyim. Bu baya hosuma gitti. Bunun disinda, kutusundan çıkar çıkmaz iphone ile eşleşti. Uzamsal ses ozelligi muazzam, hareket halinde olsaniz dahi muzikten aldiginiz keyif degismiyor. Kisacasi aldigima hic pisman olmadigim mukemmel bir cihaz oldu. Sporda deneyimledim kulaktan dusme de yapmiyor, cok keyifli."
https://www.amazon.com.tr/gp/profile/amzn1.account.AGFWDGCMZZWEZWPZDB5FMSP7EGSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Amazon Customer,"Kulaklık malum, ses kalitesi tahminimden iyi. Apple kullanıcı kolaylığı malum. Prime ile gece sipariş sabah teslimat. Seri no garanti süresi vb bir sorun yok."
https://www.amazon.com.tr/gp/profile/amzn1.account.AFLGIFVBQKUIRUEQJPUAJH5ZPLGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Uğur SUSUR,"Cihazın kurulumunu yaptıktan sonra Apple Destek uygulamasından cihaz hakkında ki tüm detayları öğrenebilirsiniz. Bir çok yorum gördüm seri numarası doğru değil diye, bu kesinlikle yanlış. Cihazınızın seri numarasını herhangi bir yere yazmanıza gerek yok, kulaklığınızı telefonunuz ile eşleştirin ve Apple Destek uygulamasından detayları kontrol edin, ardından kulaklık kutusunun üstünde ki seri numarası ile karşılaştırın, hepsi bu kadar. 🤙🏻Özenli, güvenli ve hızlı gönderim için Amazon’a teşekkür ederim. 💎🙏🏻"
https://www.amazon.com.tr/gp/profile/amzn1.account.AGYKGC37IYK32N5BPASSHIOZA6FQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Doğukan,Kurlardan dolayı ne kadar pahalı olsada kalitesi bir başka. Kulaklığın entegresi uzamsal sesi kusursuz çalışıyor. Basslar ve tizleri bu kadar net ayırt ederek veren bir kulaklık uzun süredir kullanmamıştım. Amazon kalitesi ile 13 saatte teslim edildi. Teşekkürler Amazon.
https://www.amazon.com.tr/gp/profile/amzn1.account.AHKVSBY5T3OWCBE2YO6HYPJKW2UQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Süleyman doğru,Uzamsal ses hissiyatı gerçekten deneyimlenmesi gereken bir özellik müzik her yerde konser gibi diyebilirim.Kulaklıklığın ses kalitesi 2. nesilden bence çok daha güzel kafa izleniyor özelliği kafa haraketlerine göre sesin yoğunluğunu o yöne veriyor dans vs aktivitede bulunanlar için heralde pro için bütçesi yetmeyenlere ideal bir ürün ve şarjı baya iyi 2. Nesille kıyaslarsak3/4 gün sonra cızırtı ve seslerin boğuk gelmesi sebebiyle değişime gönderdim bekliyorumAmazon kalitesi sıfır ürünüm elime geldi teşekkürler
https://www.amazon.com.tr/gp/profile/amzn1.account.AH5L4ZW5T4XOHAC2B5KI66UZDFBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,sena bozkır,"Buradaki bazı yorumları (kulaktan düştüğüne dair) göz ardı ederek yine de aldım. Kulağımdan sürekli düşüyordu ve strese giriyordum düşmesin diye hareket etmemeye çalışıyodum fakat sonra dedim kendime bu kadar para ödüyorum bunu çekmek zoruda değilim diye. İade ettim umarım kabul olur iadem. Uzamsal ses mükemmel, ses kalitesi harika ama maalesef kulakta durmuyor. Airpods pro alıcam."
https://www.amazon.com.tr/gp/profile/amzn1.account.AEQ6HXXP5V7PKAKYXLFS342NKTAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Yİ,Çok isteyerek aldım. 2-3 gün deneyimledim. Ancak her ikisi de hareket halinde olmadığım halde kulağımdan düştü ya da düşmemesi için sürekli düzeltmek durumunda kaldım. Bu sebeple iade ettim. Uygun bir modelini bulmayı umuyorum.
https://www.amazon.com.tr/gp/profile/amzn1.account.AEVCNOKTA23VGPEZFJ6WJPFLHM3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Haldun SAYI,"Ürün tasarımı, ses kalitesi, şarj durumu gibi özellikler iyileştirilmiş. Lakin kulaktan düşme ihtimali çok yüksek. 1-2 kez normal kullanımda (yürüyüş halinde ve ofiste çalışırken) kaydığını hissedip yakaladım. Ama bir koşuşturma esnasında yakalamam mümkün olmayabilirdi. 2.nesil çok daha iyi ve güvenli bir cihaz. Alacakların dikkatine. İade talep edeceğim :/"
https://www.amazon.com.tr/gp/profile/amzn1.account.AG5YITO67HJCBYVPN2EVFKM36FXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,İbrahim Eren YILDIZ,"Paketleme güzeldi ve hızlı geldi, amazonun hızlı teslimatına yorum yapmaya gerek yok zaten :) Kulaklıkların ses kalitesi ve yüksekliği çok iyi düzeyde. İlk kez bu tip kulaklıklardan kullanıyorum ve cidden büyük bir nimet. Uzamsal ses gerçekten muhteşem. Şarj konusunda daha bişey diyemem ama biraz hızlı gidiyo gibime geldi yine de bi kaç günü zorlar gibi duruyo ilerleyen zamanlarda yazarım. İçinden type-c to lightning kablosu çıkıyo, o da bi artı"
